Video,Video title,Day,Publish Date,Publish Month,Total Views,Average Total Views
RiO7NLoMqpk,COMP 4304 / 6934 Lecture 9,23,2021-09-26,September,132,108.88235294117646
RiO7NLoMqpk,COMP 4304 / 6934 Lecture 9,24,2021-09-26,September,133,111.25
RiO7NLoMqpk,COMP 4304 / 6934 Lecture 9,25,2021-09-26,September,133,112.0625
RiO7NLoMqpk,COMP 4304 / 6934 Lecture 9,26,2021-09-26,September,133,112.75
RiO7NLoMqpk,COMP 4304 / 6934 Lecture 9,27,2021-09-26,September,133,113.6
RiO7NLoMqpk,COMP 4304 / 6934 Lecture 9,28,2021-09-26,September,136,114.26666666666667
RiO7NLoMqpk,COMP 4304 / 6934 Lecture 9,29,2021-09-26,September,138,117.57142857142857
RiO7NLoMqpk,COMP 4304 / 6934 Lecture 9,30,2021-09-26,September,138,117.78571428571429
RiO7NLoMqpk,COMP 4304 / 6934 Lecture 9,31,2021-09-26,September,138,118.21428571428571
RiO7NLoMqpk,COMP 4304 / 6934 Lecture 9,32,2021-09-26,September,139,118.71428571428571
RiO7NLoMqpk,COMP 4304 / 6934 Lecture 9,33,2021-09-26,September,139,118.92857142857143
RiO7NLoMqpk,COMP 4304 / 6934 Lecture 9,34,2021-09-26,September,139,119.42857142857143
RiO7NLoMqpk,COMP 4304 / 6934 Lecture 9,35,2021-09-26,September,139,119.92857142857143
RiO7NLoMqpk,COMP 4304 / 6934 Lecture 9,36,2021-09-26,September,139,120.42857142857143
RiO7NLoMqpk,COMP 4304 / 6934 Lecture 9,37,2021-09-26,September,139,120.71428571428571
RiO7NLoMqpk,COMP 4304 / 6934 Lecture 9,38,2021-09-26,September,139,123.3076923076923
RiO7NLoMqpk,COMP 4304 / 6934 Lecture 9,39,2021-09-26,September,139,123.76923076923077
RiO7NLoMqpk,COMP 4304 / 6934 Lecture 9,40,2021-09-26,September,139,123.33333333333333
RiO7NLoMqpk,COMP 4304 / 6934 Lecture 9,41,2021-09-26,September,139,123.5
RiO7NLoMqpk,COMP 4304 / 6934 Lecture 9,42,2021-09-26,September,139,123.75
RiO7NLoMqpk,COMP 4304 / 6934 Lecture 9,43,2021-09-26,September,139,125.36363636363636
RiO7NLoMqpk,COMP 4304 / 6934 Lecture 9,44,2021-09-26,September,141,125.9090909090909
RiO7NLoMqpk,COMP 4304 / 6934 Lecture 9,45,2021-09-26,September,141,127.7
RiO7NLoMqpk,COMP 4304 / 6934 Lecture 9,46,2021-09-26,September,141,127.9
RiO7NLoMqpk,COMP 4304 / 6934 Lecture 9,47,2021-09-26,September,141,125.11111111111111
RiO7NLoMqpk,COMP 4304 / 6934 Lecture 9,48,2021-09-26,September,141,125.22222222222223
Y_wLTVMeoUc,COMP 4304 / 6934 Lecture 20,0,2021-10-28,October,0,0.0
Y_wLTVMeoUc,COMP 4304 / 6934 Lecture 20,1,2021-10-28,October,9,9.04
Y_wLTVMeoUc,COMP 4304 / 6934 Lecture 20,2,2021-10-28,October,9,19.32
Y_wLTVMeoUc,COMP 4304 / 6934 Lecture 20,3,2021-10-28,October,14,27.84
Y_wLTVMeoUc,COMP 4304 / 6934 Lecture 20,4,2021-10-28,October,15,34.6
Y_wLTVMeoUc,COMP 4304 / 6934 Lecture 20,5,2021-10-28,October,23,40.708333333333336
Y_wLTVMeoUc,COMP 4304 / 6934 Lecture 20,6,2021-10-28,October,31,47.208333333333336
Y_wLTVMeoUc,COMP 4304 / 6934 Lecture 20,7,2021-10-28,October,48,52.30434782608695
Y_wLTVMeoUc,COMP 4304 / 6934 Lecture 20,8,2021-10-28,October,54,58.91304347826087
Y_wLTVMeoUc,COMP 4304 / 6934 Lecture 20,9,2021-10-28,October,59,66.21739130434783
Y_wLTVMeoUc,COMP 4304 / 6934 Lecture 20,10,2021-10-28,October,69,72.5
Y_wLTVMeoUc,COMP 4304 / 6934 Lecture 20,11,2021-10-28,October,81,76.13636363636364
Y_wLTVMeoUc,COMP 4304 / 6934 Lecture 20,12,2021-10-28,October,102,81.0
Y_wLTVMeoUc,COMP 4304 / 6934 Lecture 20,13,2021-10-28,October,107,85.61904761904762
Y_wLTVMeoUc,COMP 4304 / 6934 Lecture 20,14,2021-10-28,October,108,89.0
Y_wLTVMeoUc,COMP 4304 / 6934 Lecture 20,15,2021-10-28,October,110,93.1
Y_wLTVMeoUc,COMP 4304 / 6934 Lecture 20,16,2021-10-28,October,110,95.8
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,0,2021-09-28,September,0,0.0
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,1,2021-09-28,September,6,9.04
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,2,2021-09-28,September,13,19.32
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,3,2021-09-28,September,18,27.84
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,4,2021-09-28,September,26,34.6
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,5,2021-09-28,September,36,40.708333333333336
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,6,2021-09-28,September,40,47.208333333333336
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,7,2021-09-28,September,46,52.30434782608695
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,8,2021-09-28,September,55,58.91304347826087
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,9,2021-09-28,September,59,66.21739130434783
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,10,2021-09-28,September,71,72.5
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,11,2021-09-28,September,75,76.13636363636364
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,12,2021-09-28,September,76,81.0
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,13,2021-09-28,September,87,85.61904761904762
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,14,2021-09-28,September,99,89.0
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,15,2021-09-28,September,112,93.1
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,16,2021-09-28,September,129,95.8
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,17,2021-09-28,September,136,97.89473684210526
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,18,2021-09-28,September,136,99.89473684210526
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,19,2021-09-28,September,138,101.3157894736842
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,20,2021-09-28,September,139,103.83333333333333
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,21,2021-09-28,September,142,107.05882352941177
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,22,2021-09-28,September,144,108.29411764705883
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,23,2021-09-28,September,144,108.88235294117646
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,24,2021-09-28,September,144,111.25
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,25,2021-09-28,September,144,112.0625
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,26,2021-09-28,September,147,112.75
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,27,2021-09-28,September,152,113.6
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,28,2021-09-28,September,152,114.26666666666667
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,29,2021-09-28,September,152,117.57142857142857
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,30,2021-09-28,September,154,117.78571428571429
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,31,2021-09-28,September,154,118.21428571428571
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,32,2021-09-28,September,154,118.71428571428571
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,33,2021-09-28,September,154,118.92857142857143
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,34,2021-09-28,September,154,119.42857142857143
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,35,2021-09-28,September,154,119.92857142857143
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,36,2021-09-28,September,154,120.42857142857143
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,37,2021-09-28,September,154,120.71428571428571
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,38,2021-09-28,September,154,123.3076923076923
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,39,2021-09-28,September,154,123.76923076923077
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,40,2021-09-28,September,154,123.33333333333333
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,41,2021-09-28,September,154,123.5
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,42,2021-09-28,September,155,123.75
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,43,2021-09-28,September,155,125.36363636363636
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,44,2021-09-28,September,155,125.9090909090909
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,45,2021-09-28,September,156,127.7
YjIBiu-xfX8,COMP 4304 / 6934 Lecture 10,46,2021-09-28,September,156,127.9
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,0,2021-09-19,September,0,0.0
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,1,2021-09-19,September,25,9.04
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,2,2021-09-19,September,30,19.32
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,3,2021-09-19,September,37,27.84
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,4,2021-09-19,September,41,34.6
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,5,2021-09-19,September,46,40.708333333333336
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,6,2021-09-19,September,49,47.208333333333336
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,7,2021-09-19,September,52,52.30434782608695
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,8,2021-09-19,September,60,58.91304347826087
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,9,2021-09-19,September,68,66.21739130434783
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,10,2021-09-19,September,82,72.5
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,11,2021-09-19,September,84,76.13636363636364
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,12,2021-09-19,September,85,81.0
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,13,2021-09-19,September,89,85.61904761904762
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,14,2021-09-19,September,91,89.0
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,15,2021-09-19,September,92,93.1
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,16,2021-09-19,September,93,95.8
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,17,2021-09-19,September,96,97.89473684210526
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,18,2021-09-19,September,97,99.89473684210526
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,19,2021-09-19,September,97,101.3157894736842
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,20,2021-09-19,September,97,103.83333333333333
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,21,2021-09-19,September,97,107.05882352941177
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,22,2021-09-19,September,97,108.29411764705883
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,23,2021-09-19,September,98,108.88235294117646
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,24,2021-09-19,September,99,111.25
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,25,2021-09-19,September,99,112.0625
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,26,2021-09-19,September,99,112.75
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,27,2021-09-19,September,99,113.6
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,28,2021-09-19,September,99,114.26666666666667
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,29,2021-09-19,September,99,117.57142857142857
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,30,2021-09-19,September,99,117.78571428571429
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,31,2021-09-19,September,99,118.21428571428571
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,32,2021-09-19,September,101,118.71428571428571
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,33,2021-09-19,September,101,118.92857142857143
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,34,2021-09-19,September,101,119.42857142857143
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,35,2021-09-19,September,103,119.92857142857143
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,36,2021-09-19,September,105,120.42857142857143
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,37,2021-09-19,September,105,120.71428571428571
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,38,2021-09-19,September,105,123.3076923076923
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,39,2021-09-19,September,106,123.76923076923077
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,40,2021-09-19,September,106,123.33333333333333
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,41,2021-09-19,September,106,123.5
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,42,2021-09-19,September,106,123.75
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,43,2021-09-19,September,107,125.36363636363636
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,44,2021-09-19,September,107,125.9090909090909
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,45,2021-09-19,September,107,127.7
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,46,2021-09-19,September,107,127.9
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,47,2021-09-19,September,107,125.11111111111111
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,48,2021-09-19,September,107,125.22222222222223
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,49,2021-09-19,September,107,123.5
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,50,2021-09-19,September,107,123.625
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,51,2021-09-19,September,108,123.875
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,52,2021-09-19,September,108,127.0
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,53,2021-09-19,September,110,127.42857142857143
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,54,2021-09-19,September,111,127.71428571428571
fvK191-6-Nk,COMP 4304 / 6934 Lecture 6,55,2021-09-19,September,111,129.16666666666666
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,0,2021-09-20,September,0,0.0
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,1,2021-09-20,September,1,9.04
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,2,2021-09-20,September,27,19.32
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,3,2021-09-20,September,34,27.84
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,4,2021-09-20,September,44,34.6
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,5,2021-09-20,September,49,40.708333333333336
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,6,2021-09-20,September,54,47.208333333333336
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,7,2021-09-20,September,61,52.30434782608695
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,8,2021-09-20,September,65,58.91304347826087
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,9,2021-09-20,September,82,66.21739130434783
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,10,2021-09-20,September,83,72.5
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,11,2021-09-20,September,83,76.13636363636364
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,12,2021-09-20,September,86,81.0
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,13,2021-09-20,September,91,85.61904761904762
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,14,2021-09-20,September,93,89.0
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,15,2021-09-20,September,96,93.1
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,16,2021-09-20,September,104,95.8
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,17,2021-09-20,September,107,97.89473684210526
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,18,2021-09-20,September,107,99.89473684210526
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,19,2021-09-20,September,107,101.3157894736842
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,20,2021-09-20,September,107,103.83333333333333
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,21,2021-09-20,September,107,107.05882352941177
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,22,2021-09-20,September,108,108.29411764705883
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,23,2021-09-20,September,109,108.88235294117646
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,24,2021-09-20,September,112,111.25
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,25,2021-09-20,September,113,112.0625
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,26,2021-09-20,September,113,112.75
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,27,2021-09-20,September,113,113.6
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,28,2021-09-20,September,113,114.26666666666667
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,29,2021-09-20,September,114,117.57142857142857
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,30,2021-09-20,September,114,117.78571428571429
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,31,2021-09-20,September,116,118.21428571428571
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,32,2021-09-20,September,117,118.71428571428571
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,33,2021-09-20,September,117,118.92857142857143
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,34,2021-09-20,September,118,119.42857142857143
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,35,2021-09-20,September,118,119.92857142857143
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,36,2021-09-20,September,118,120.42857142857143
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,37,2021-09-20,September,118,120.71428571428571
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,38,2021-09-20,September,119,123.3076923076923
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,39,2021-09-20,September,119,123.76923076923077
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,40,2021-09-20,September,119,123.33333333333333
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,41,2021-09-20,September,119,123.5
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,42,2021-09-20,September,119,123.75
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,43,2021-09-20,September,119,125.36363636363636
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,44,2021-09-20,September,119,125.9090909090909
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,45,2021-09-20,September,119,127.7
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,46,2021-09-20,September,119,127.9
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,47,2021-09-20,September,119,125.11111111111111
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,48,2021-09-20,September,119,125.22222222222223
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,49,2021-09-20,September,119,123.5
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,50,2021-09-20,September,120,123.625
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,51,2021-09-20,September,120,123.875
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,52,2021-09-20,September,120,127.0
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,53,2021-09-20,September,120,127.42857142857143
mFKXKZfLgqg,COMP 4304 / 6934 Lecture 7,54,2021-09-20,September,120,127.71428571428571
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,0,2021-09-06,September,0,0.0
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,1,2021-09-06,September,2,9.04
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,2,2021-09-06,September,39,19.32
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,3,2021-09-06,September,58,27.84
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,4,2021-09-06,September,73,34.6
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,5,2021-09-06,September,80,40.708333333333336
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,6,2021-09-06,September,88,47.208333333333336
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,7,2021-09-06,September,92,52.30434782608695
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,8,2021-09-06,September,96,58.91304347826087
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,9,2021-09-06,September,101,66.21739130434783
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,10,2021-09-06,September,101,72.5
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,11,2021-09-06,September,104,76.13636363636364
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,12,2021-09-06,September,106,81.0
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,13,2021-09-06,September,110,85.61904761904762
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,14,2021-09-06,September,111,89.0
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,15,2021-09-06,September,111,93.1
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,16,2021-09-06,September,111,95.8
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,17,2021-09-06,September,111,97.89473684210526
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,18,2021-09-06,September,111,99.89473684210526
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,19,2021-09-06,September,111,101.3157894736842
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,20,2021-09-06,September,111,103.83333333333333
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,21,2021-09-06,September,112,107.05882352941177
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,22,2021-09-06,September,112,108.29411764705883
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,23,2021-09-06,September,112,108.88235294117646
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,24,2021-09-06,September,112,111.25
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,25,2021-09-06,September,112,112.0625
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,26,2021-09-06,September,113,112.75
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,27,2021-09-06,September,113,113.6
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,28,2021-09-06,September,113,114.26666666666667
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,29,2021-09-06,September,113,117.57142857142857
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,30,2021-09-06,September,114,117.78571428571429
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,31,2021-09-06,September,114,118.21428571428571
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,32,2021-09-06,September,114,118.71428571428571
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,33,2021-09-06,September,114,118.92857142857143
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,34,2021-09-06,September,114,119.42857142857143
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,35,2021-09-06,September,114,119.92857142857143
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,36,2021-09-06,September,114,120.42857142857143
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,37,2021-09-06,September,114,120.71428571428571
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,38,2021-09-06,September,114,123.3076923076923
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,39,2021-09-06,September,114,123.76923076923077
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,40,2021-09-06,September,115,123.33333333333333
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,41,2021-09-06,September,117,123.5
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,42,2021-09-06,September,118,123.75
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,43,2021-09-06,September,118,125.36363636363636
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,44,2021-09-06,September,119,125.9090909090909
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,45,2021-09-06,September,120,127.7
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,46,2021-09-06,September,120,127.9
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,47,2021-09-06,September,120,125.11111111111111
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,48,2021-09-06,September,120,125.22222222222223
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,49,2021-09-06,September,122,123.5
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,50,2021-09-06,September,122,123.625
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,51,2021-09-06,September,122,123.875
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,52,2021-09-06,September,123,127.0
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,53,2021-09-06,September,123,127.42857142857143
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,54,2021-09-06,September,123,127.71428571428571
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,55,2021-09-06,September,123,129.16666666666666
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,56,2021-09-06,September,123,133.2
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,57,2021-09-06,September,123,133.2
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,58,2021-09-06,September,123,133.6
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,59,2021-09-06,September,123,138.25
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,60,2021-09-06,September,123,138.25
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,61,2021-09-06,September,123,141.33333333333334
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,62,2021-09-06,September,124,141.66666666666666
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,63,2021-09-06,September,124,141.66666666666666
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,64,2021-09-06,September,125,139.0
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,65,2021-09-06,September,125,139.0
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,66,2021-09-06,September,125,139.0
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,67,2021-09-06,September,125,139.0
s2iyMAHu1y0,COMP 4304 / 6934 Lecture 1,68,2021-09-06,September,125,125.0
